amount_received,receiving_currency,amount_paid,payment_currency,payment_format,from_entity_type,from_bank_prefix,from_entity_account_count,from_entity_bank_count,to_entity_type,to_bank_prefix,to_entity_account_count,to_entity_bank_count,hour,day,day_of_week,is_weekend,amount_paid_log1p,amount_received_log1p,amount_abs_diff,amount_ratio_paid_to_received,same_bank,same_account,same_entity,cross_currency,is_laundering
1031660.13,US Dollar,1031660.13,US Dollar,Cheque,Partnership,Willows Thrift,3,3,Sole Proprietorship,Plateau Bancorp,1,1,12,2,4,0,13.846680808697807,13.846680808697807,0.0,1.0,0,0,0,0,1
796.94,US Dollar,796.94,US Dollar,Credit Card,Partnership,Sunrise Credit Union,1,1,Sole Proprietorship,Oak Savings,1,1,13,2,4,0,6.682033406653127,6.682033406653127,0.0,1.0,0,0,0,0,0
351.42,Euro,351.42,Euro,Credit Card,Sole Proprietorship,First,5,5,Sole Proprietorship,Greece,7,7,19,2,4,0,5.864823646140585,5.864823646140585,0.0,1.0,0,0,0,0,0
52.28,Euro,52.28,Euro,Credit Card,Partnership,Spain,14,13,Sole Proprietorship,Greece,11,11,20,2,4,0,3.9755610262321337,3.9755610262321337,0.0,1.0,0,0,0,0,0
4579.37,US Dollar,4579.37,US Dollar,Credit Card,Partnership,National,1,1,Sole Proprietorship,First,1,1,17,2,4,0,8.429535059871416,8.429535059871416,0.0,1.0,0,0,0,0,0
595.86,Swiss Franc,595.86,Swiss Franc,Credit Card,Corporation,Switzerland,9,9,Sole Proprietorship,Switzerland,2,2,19,2,4,0,6.391682580029157,6.391682580029157,0.0,1.0,1,0,0,0,0
5506.4,US Dollar,5506.4,US Dollar,Credit Card,Corporation,National,1,1,Corporation,Bank of Philadelphia,1,1,15,2,4,0,8.6138479214531,8.6138479214531,0.0,1.0,0,0,0,0,0
102322.71,Yuan,102322.71,Yuan,Credit Card,Sole Proprietorship,China,73,56,Corporation,China,4,4,11,2,4,0,11.535896694391324,11.535896694391324,0.0,1.0,0,0,0,0,0
1372.54,US Dollar,1372.54,US Dollar,ACH,Corporation,Mountain Bancorp,1,1,Partnership,Fieldstone Credit Union,1,1,11,2,4,0,7.225146627790558,7.225146627790558,0.0,1.0,0,0,0,0,0
40.19,Euro,40.19,Euro,Cash,Sole Proprietorship,Willows Thrift,13,11,Partnership,Finland,3,3,17,2,4,0,3.718195508447989,3.718195508447989,0.0,1.0,0,0,0,0,0
1295.78,US Dollar,1295.78,US Dollar,ACH,Sole Proprietorship,Plandor Community,1,1,Partnership,First,7,7,4,3,5,1,7.167639547723882,7.167639547723882,0.0,1.0,0,0,0,0,1
28667.52,Yen,28667.52,Yen,Credit Card,Corporation,Mexico,250,129,Corporation,Japan,1,1,12,2,4,0,10.26355493564053,10.26355493564053,0.0,1.0,0,0,0,0,0
7118.78,Rupee,7118.78,Rupee,Credit Card,Sole Proprietorship,India,1,1,Sole Proprietorship,India,1,1,14,2,4,0,8.870632105052238,8.870632105052238,0.0,1.0,0,0,0,0,0
38823.79,Saudi Riyal,38823.79,Saudi Riyal,Cheque,Sole Proprietorship,Saudi Arabia,7,7,Sole Proprietorship,Saudi Arabia,1,1,11,2,4,0,10.566814239116233,10.566814239116233,0.0,1.0,0,0,0,0,0
461.38,Canadian Dollar,461.38,Canadian Dollar,Credit Card,Partnership,Canada,588,138,Corporation,Canada,1,1,10,2,4,0,6.136387063827591,6.136387063827591,0.0,1.0,0,0,0,0,0
1603.77,Yuan,1603.77,Yuan,Cash,Sole Proprietorship,China,2,2,Corporation,China,7,7,15,2,4,0,7.380735723114692,7.380735723114692,0.0,1.0,0,0,0,0,0
31071.85,Yen,31071.85,Yen,Cheque,Partnership,Japan,187,139,Corporation,Japan,382,206,14,2,4,0,10.344089726535632,10.344089726535632,0.0,1.0,0,0,0,0,0
89.32,Euro,89.32,Euro,ACH,Partnership,Slovakia,1,1,Partnership,Germany,1,1,17,2,4,0,4.503358919841406,4.503358919841406,0.0,1.0,0,0,0,0,0
2652.28,Euro,2652.28,Euro,ACH,Sole Proprietorship,Italy,24,23,Partnership,Italy,5,5,12,2,4,0,7.883551889465789,7.883551889465789,0.0,1.0,0,0,0,0,0
480.44,US Dollar,480.44,US Dollar,Credit Card,Sole Proprietorship,First,1,1,Corporation,Hearthstone Community,1,1,12,2,4,0,6.176781612881735,6.176781612881735,0.0,1.0,0,0,0,0,0
1279.07,US Dollar,1279.07,US Dollar,ACH,Corporation,Savings,1,1,Corporation,Arbor Community,8,8,15,2,4,0,7.154670042918356,7.154670042918356,0.0,1.0,0,0,0,0,1
1114.67,US Dollar,1114.67,US Dollar,Credit Card,Sole Proprietorship,National,8,8,Corporation,National,1,1,19,2,4,0,7.0172104002889775,7.0172104002889775,0.0,1.0,1,0,0,0,0
11.02,US Dollar,11.02,US Dollar,Cheque,Corporation,Desert Bancorp,1,1,Partnership,Plandor Community,1,1,21,2,4,0,2.4865719291070616,2.4865719291070616,0.0,1.0,0,0,0,0,0
5142.29,US Dollar,5142.29,US Dollar,Credit Card,Partnership,Savings,1,1,Sole Proprietorship,Golden Community,1,1,16,2,4,0,8.545448231507786,8.545448231507786,0.0,1.0,0,0,0,0,0
0.281872,Bitcoin,0.281872,Bitcoin,Bitcoin,Partnership,Willows Thrift,8899,695,Partnership,Brazil,8899,695,18,2,4,0,0.2483215095199752,0.2483215095199752,0.0,1.0,0,0,1,0,0
250.92,US Dollar,250.92,US Dollar,Cheque,Partnership,Savings,1,1,Corporation,National,1,1,17,2,4,0,5.529111576792769,5.529111576792769,0.0,1.0,0,0,0,0,0
85.45,Saudi Riyal,85.45,Saudi Riyal,Wire,Partnership,Israel,8,8,Sole Proprietorship,Saudi Arabia,4,4,19,2,4,0,4.4595662121293,4.4595662121293,0.0,1.0,0,0,0,0,0
25402.77,US Dollar,25402.77,US Dollar,Credit Card,Sole Proprietorship,First,1,1,Partnership,First,1,1,16,2,4,0,10.142652867189549,10.142652867189549,0.0,1.0,0,0,0,0,0
237.4,Yuan,237.4,Yuan,Credit Card,Partnership,China,3,3,Partnership,China,2,2,11,2,4,0,5.473949935191195,5.473949935191195,0.0,1.0,0,0,0,0,0
14616.17,Yuan,14616.17,Yuan,ACH,Partnership,China,8,8,Corporation,China,87,76,14,2,4,0,9.589952144115156,9.589952144115156,0.0,1.0,0,0,0,0,1
15743.98,Euro,15743.98,Euro,ACH,Corporation,Italy,1,1,Partnership,Ireland,5,5,11,3,5,1,9.664276863289796,9.664276863289796,0.0,1.0,0,0,0,0,1
377.28,Euro,377.28,Euro,Cheque,Partnership,Germany,1,1,Corporation,First,1,1,18,2,4,0,5.9356346621473115,5.9356346621473115,0.0,1.0,0,0,0,0,0
5575.39,Yuan,5575.39,Yuan,ACH,Corporation,China,73,70,Corporation,China,3,3,18,2,4,0,8.62629689260568,8.62629689260568,0.0,1.0,0,0,0,0,0
331.93,US Dollar,331.93,US Dollar,Wire,Sole Proprietorship,Dawn Trust,8,8,Partnership,National,1,1,20,2,4,0,5.807932257672971,5.807932257672971,0.0,1.0,0,0,0,0,0
2920.76,Euro,2920.76,Euro,Cheque,Sole Proprietorship,Austria,1,1,Partnership,France,1,1,16,2,4,0,7.979941453413724,7.979941453413724,0.0,1.0,0,0,0,0,0
12617626.54,Euro,12617626.54,Euro,Cheque,Sole Proprietorship,First,2,2,Sole Proprietorship,Netherlands,3,3,13,2,4,0,16.350605405328547,16.350605405328547,0.0,1.0,0,0,0,0,0
1033.57,Yuan,1033.57,Yuan,Credit Card,Corporation,China,31,30,Sole Proprietorship,China,1,1,15,2,4,0,6.941741160435296,6.941741160435296,0.0,1.0,0,0,0,0,0
69745.22,Shekel,69745.22,Shekel,Cheque,Partnership,Israel,2872,683,Partnership,Israel,3,3,16,2,4,0,11.152618504666702,11.152618504666702,0.0,1.0,0,0,0,0,0
35.76,UK Pound,35.76,UK Pound,Cheque,Partnership,UK,1,1,Sole Proprietorship,UK,93,49,10,2,4,0,3.6044102974874863,3.6044102974874863,0.0,1.0,0,0,0,0,0
24984.79,US Dollar,24984.79,US Dollar,Cheque,Partnership,First,6,6,Partnership,Bank of Phoenix,5,5,15,2,4,0,10.12606254224982,10.12606254224982,0.0,1.0,0,0,0,0,0
26631.61,Yuan,26631.61,Yuan,Cheque,Corporation,China,1,1,Corporation,China,1,1,22,2,4,0,10.18989168376876,10.18989168376876,0.0,1.0,0,0,0,0,0
0.15397,Bitcoin,0.15397,Bitcoin,Bitcoin,Partnership,Crytpo,8899,695,Partnership,Crytpo,8899,695,18,2,4,0,0.1432081712141966,0.1432081712141966,0.0,1.0,0,0,1,0,0
8214.4,US Dollar,8214.4,US Dollar,Credit Card,Corporation,Savings,1,1,Sole Proprietorship,Golden,1,1,18,2,4,0,9.013765720704118,9.013765720704118,0.0,1.0,0,0,0,0,0
861.9,US Dollar,861.9,US Dollar,Credit Card,Partnership,Bank of Indianapolis,9,9,Partnership,Savings,1,1,15,2,4,0,6.7602988095142615,6.7602988095142615,0.0,1.0,0,0,0,0,0
404.09,Euro,473.51,US Dollar,ACH,Partnership,Mountain Bancorp,6,6,Partnership,Mountain Bancorp,6,6,11,2,4,0,6.162282692643507,6.004109264641061,69.42000000000002,1.171793412358633,1,1,1,1,0
25091.3,Brazil Real,25091.3,Brazil Real,Cheque,Sole Proprietorship,Brazil,6,6,Partnership,Brazil,2,2,17,2,4,0,10.130316305147074,10.130316305147074,0.0,1.0,0,0,0,0,0
6.3,US Dollar,6.3,US Dollar,Credit Card,Sole Proprietorship,Bank of Milford,1,1,Sole Proprietorship,Desert Savings,1,1,12,2,4,0,1.9878743481543455,1.9878743481543455,0.0,1.0,0,0,0,0,0
2246.69,US Dollar,2246.69,US Dollar,Cash,Partnership,Willows Thrift,3,3,Corporation,Spruce Community,1,1,18,2,4,0,7.717658301148582,7.717658301148582,0.0,1.0,0,0,0,0,0
124.34,Brazil Real,124.34,Brazil Real,Cheque,Sole Proprietorship,Canada,1,1,Corporation,Brazil,6,6,13,2,4,0,4.831030044796529,4.831030044796529,0.0,1.0,0,0,0,0,0
0.18361,Bitcoin,0.18361,Bitcoin,Bitcoin,Partnership,Crytpo,8899,695,Partnership,Crytpo,8899,695,13,2,4,0,0.16856909030849698,0.16856909030849698,0.0,1.0,0,0,1,0,0
306.15,US Dollar,306.15,US Dollar,Cheque,Partnership,Plateau Credit Union,1,1,Corporation,Bank of Milford,5,5,15,2,4,0,5.727336227609936,5.727336227609936,0.0,1.0,0,0,0,0,0
1211.97,Mexican Peso,1211.97,Mexican Peso,Cheque,Partnership,Mexico,1,1,Corporation,Mexico,1,1,20,2,4,0,7.1008271765689575,7.1008271765689575,0.0,1.0,0,0,0,0,0
2539.38,UK Pound,2539.38,UK Pound,Credit Card,Corporation,UK,225,133,Partnership,UK,1,1,20,2,4,0,7.840068955121889,7.840068955121889,0.0,1.0,0,0,0,0,0
17488.04,Euro,17488.04,Euro,Credit Card,Partnership,France,1,1,Partnership,France,1,1,17,2,4,0,9.769329677998499,9.769329677998499,0.0,1.0,0,0,0,0,0
1914.48,Euro,1914.48,Euro,Cheque,Sole Proprietorship,Germany,1,1,Sole Proprietorship,Germany,3,3,14,2,4,0,7.557723522948111,7.557723522948111,0.0,1.0,0,0,0,0,0
53994.7,Mexican Peso,53994.7,Mexican Peso,ACH,Corporation,Mexico,1,1,Corporation,Slovakia,381,121,16,2,4,0,10.896659692746175,10.896659692746175,0.0,1.0,0,0,0,0,1
9.56,US Dollar,9.56,US Dollar,Cheque,Corporation,Capital Trust,1,1,Sole Proprietorship,Savings,1,1,11,2,4,0,2.3570732782781154,2.3570732782781154,0.0,1.0,0,0,0,0,0
1504.38,Euro,1504.38,Euro,ACH,Corporation,Italy,5,5,Corporation,Spain,5,5,13,2,4,0,7.316800637006665,7.316800637006665,0.0,1.0,0,0,0,0,0
3721.14,US Dollar,3721.14,US Dollar,Cash,Partnership,Savings,1,1,Partnership,First,1,1,12,2,4,0,8.222054050680722,8.222054050680722,0.0,1.0,0,0,0,0,0
1151.76,US Dollar,1151.76,US Dollar,Cheque,Sole Proprietorship,Savings,1,1,Partnership,Bank of Miami,1,1,20,2,4,0,7.049914345957017,7.049914345957017,0.0,1.0,0,0,0,0,0
36727.1,Yuan,36727.1,Yuan,Cheque,Partnership,China,1,1,Corporation,China,3,3,20,2,4,0,10.511297408643713,10.511297408643713,0.0,1.0,0,0,0,0,0
3713.95,Euro,3713.95,Euro,Credit Card,Corporation,Italy,4,4,Corporation,Germany,1,1,19,2,4,0,8.220120498111084,8.220120498111084,0.0,1.0,0,0,0,0,0
40.86,Brazil Real,40.86,Brazil Real,Wire,Sole Proprietorship,Brazil,6,6,Corporation,Brazil,1,1,15,2,4,0,3.7343307170178535,3.7343307170178535,0.0,1.0,0,0,0,0,0
565.64,US Dollar,565.64,US Dollar,Cheque,Corporation,National,4,4,Corporation,First,1,1,19,2,4,0,6.3397241814453675,6.3397241814453675,0.0,1.0,0,0,0,0,0
6043.54,Yuan,6043.54,Yuan,Cheque,Corporation,China,15,15,Partnership,China,1,1,19,2,4,0,8.706910664206386,8.706910664206386,0.0,1.0,0,0,0,0,0
283.64,US Dollar,283.64,US Dollar,ACH,Partnership,Savings,7,7,Sole Proprietorship,Mountain Bancorp,4,4,12,2,4,0,5.651225223917525,5.651225223917525,0.0,1.0,0,0,0,0,0
289.21,US Dollar,289.21,US Dollar,Credit Card,Corporation,Savings,1,1,Corporation,Savings,1,1,19,2,4,0,5.670604798850187,5.670604798850187,0.0,1.0,0,0,0,0,0
23178.73,Saudi Riyal,23178.73,Saudi Riyal,Cheque,Partnership,Saudi Arabia,2,2,Sole Proprietorship,Saudi Arabia,10,10,13,2,4,0,10.051033468853515,10.051033468853515,0.0,1.0,0,0,0,0,0
0.004765,Bitcoin,0.004765,Bitcoin,Bitcoin,Partnership,Crytpo,8899,695,Sole Proprietorship,Saudi Arabia,1517,615,14,2,4,0,0.004753683322573252,0.004753683322573252,0.0,1.0,0,0,0,0,0
155.58,UK Pound,155.58,UK Pound,Cash,Corporation,UK,9,9,Sole Proprietorship,UK,122,44,16,2,4,0,5.053567061479768,5.053567061479768,0.0,1.0,0,0,0,0,0
3366.83,US Dollar,3366.83,US Dollar,Wire,Sole Proprietorship,National,1,1,Sole Proprietorship,Savings,1,1,11,2,4,0,8.122023899028926,8.122023899028926,0.0,1.0,0,0,0,0,0
114.11,US Dollar,114.11,US Dollar,Credit Card,Partnership,Willows Thrift,3,3,Partnership,Bank of Indianapolis,1,1,16,2,4,0,4.74588819292697,4.74588819292697,0.0,1.0,0,0,0,0,0
56121.44,Rupee,56121.44,Rupee,Cheque,Corporation,Willows Thrift,509,230,Sole Proprietorship,India,3,3,17,2,4,0,10.935291011532115,10.935291011532115,0.0,1.0,0,0,0,0,1
1917.98,Swiss Franc,1917.98,Swiss Franc,Credit Card,Corporation,Switzerland,1552,462,Sole Proprietorship,Switzerland,3,3,12,2,4,0,7.559549073858548,7.559549073858548,0.0,1.0,0,0,0,0,0
6626.34,Yen,6626.34,Yen,ACH,Corporation,Japan,6,6,Corporation,Japan,24,23,21,2,4,0,8.798958796038491,8.798958796038491,0.0,1.0,0,0,0,0,0
3178.34,Euro,3178.34,Euro,ACH,Corporation,France,3,3,Sole Proprietorship,France,4,4,19,2,4,0,8.064428907063517,8.064428907063517,0.0,1.0,0,0,0,0,1
195.44,US Dollar,195.44,US Dollar,ACH,Sole Proprietorship,National,5,5,Corporation,Savings,1,1,19,2,4,0,5.280357041171044,5.280357041171044,0.0,1.0,0,0,0,0,0
582.17,Saudi Riyal,582.17,Saudi Riyal,Credit Card,Corporation,Saudi Arabia,5116,1229,Corporation,Saudi Arabia,5116,1229,17,2,4,0,6.368478739042131,6.368478739042131,0.0,1.0,0,0,1,0,0
343.56,US Dollar,343.56,US Dollar,Cash,Partnership,First,1,1,Partnership,Hilltop Credit Union,8,8,14,2,4,0,5.842268240745855,5.842268240745855,0.0,1.0,0,0,0,0,0
259.38,US Dollar,259.38,US Dollar,Credit Card,Corporation,First,11,11,Partnership,Savings,4,4,14,2,4,0,5.5621421024692514,5.5621421024692514,0.0,1.0,0,0,0,0,0
1389.5,US Dollar,1389.5,US Dollar,Cheque,Sole Proprietorship,Ireland,6,6,Partnership,National,1,1,13,2,4,0,7.23741867367402,7.23741867367402,0.0,1.0,0,0,0,0,0
1100810.77,Yuan,1100810.77,Yuan,Credit Card,Partnership,National,1,1,Partnership,China,2,2,14,2,4,0,13.911558438327893,13.911558438327893,0.0,1.0,0,0,0,0,0
2254.83,Euro,2254.83,Euro,Credit Card,Partnership,Germany,5,5,Partnership,France,1,1,19,2,4,0,7.721273255168719,7.721273255168719,0.0,1.0,0,0,0,0,0
12259477.77,Yen,116313.83,US Dollar,ACH,Sole Proprietorship,First,1,1,Sole Proprietorship,First,1,1,17,2,4,0,11.664055845424695,16.321809972886673,12143163.94,0.009487665966051995,1,1,1,1,0
11563.59,US Dollar,11563.59,US Dollar,Wire,Partnership,First,1,1,Partnership,Hilltop Federal,1,1,12,2,4,0,9.355703122242904,9.355703122242904,0.0,1.0,0,0,0,0,0
1396.48,Euro,1396.48,Euro,Credit Card,Sole Proprietorship,Spain,1,1,Corporation,Germany,1,1,19,2,4,0,7.242425893656722,7.242425893656722,0.0,1.0,0,0,0,0,0
3776309.23,Ruble,3776309.23,Ruble,Cheque,Corporation,Willows Thrift,865,182,Sole Proprietorship,First,2,2,11,2,4,0,15.144257961241358,15.144257961241358,0.0,1.0,0,0,0,0,0
334.56,Yuan,334.56,Yuan,Credit Card,Partnership,China,1,1,Partnership,China,2,2,16,2,4,0,5.815800777978094,5.815800777978094,0.0,1.0,0,0,0,0,0
111.26,US Dollar,111.26,US Dollar,Credit Card,Sole Proprietorship,National,1,1,Sole Proprietorship,National,1,1,20,2,4,0,4.720817609514054,4.720817609514054,0.0,1.0,0,0,0,0,0
12665.93,Euro,12665.93,Euro,Wire,Partnership,First,5,5,Partnership,Germany,1,1,16,2,4,0,9.446749939298,9.446749939298,0.0,1.0,0,0,0,0,0
146151.71,Yen,146151.71,Yen,Credit Card,Partnership,Japan,2,2,Sole Proprietorship,Japan,1,1,17,2,4,0,11.892407312960707,11.892407312960707,0.0,1.0,0,0,0,0,0
20033451.79,Rupee,20033451.79,Rupee,Cheque,Corporation,Willows Thrift,509,230,Partnership,India,1,1,11,2,4,0,16.812914073714722,16.812914073714722,0.0,1.0,0,0,0,0,0
16190.56,US Dollar,16190.56,US Dollar,Cheque,Sole Proprietorship,Arbor Community,1,1,Corporation,Arbor,9,9,14,2,4,0,9.692245397804932,9.692245397804932,0.0,1.0,0,0,0,0,0
240.51,Saudi Riyal,240.51,Saudi Riyal,Credit Card,Partnership,Saudi Arabia,4,4,Sole Proprietorship,Saudi Arabia,7,7,14,2,4,0,5.48691088010284,5.48691088010284,0.0,1.0,0,0,0,0,0
1122.68,Shekel,1122.68,Shekel,Cheque,Corporation,Israel,2289,418,Corporation,Israel,7,7,11,2,4,0,7.02436429241071,7.02436429241071,0.0,1.0,0,0,0,0,0
817.98,Euro,817.98,Euro,ACH,Partnership,Netherlands,6,6,Corporation,France,7,7,17,2,4,0,6.7080596635304754,6.7080596635304754,0.0,1.0,0,0,0,0,0
103.23,Euro,103.23,Euro,Credit Card,Sole Proprietorship,Greece,2,2,Partnership,France,2,2,11,2,4,0,4.646599995751231,4.646599995751231,0.0,1.0,0,0,0,0,0
0.041588,Bitcoin,0.041588,Bitcoin,Bitcoin,Partnership,First,8899,695,Sole Proprietorship,Crytpo,1114,458,19,2,4,0,0.04074647166847635,0.04074647166847635,0.0,1.0,0,0,0,0,0
99413.33,Yuan,14843.13,US Dollar,ACH,Sole Proprietorship,Oak Savings,1,1,Sole Proprietorship,Oak Savings,1,1,17,2,4,0,9.605359779889378,11.507051547243831,84570.2,0.14930724078954,1,1,1,1,0
4466.91,US Dollar,4466.91,US Dollar,Credit Card,Sole Proprietorship,National,1,1,Corporation,Acme Credit Union,1,1,20,2,4,0,8.40467601674539,8.40467601674539,0.0,1.0,0,0,0,0,0
0.017235,Bitcoin,0.017235,Bitcoin,Bitcoin,Partnership,Brazil,8899,695,Partnership,Crytpo,8899,695,17,2,4,0,0.017088162153195464,0.017088162153195464,0.0,1.0,0,0,1,0,0
89.69,Euro,89.69,Euro,ACH,Partnership,Slovenia,3,3,Corporation,Germany,1,1,15,2,4,0,4.507447097459476,4.507447097459476,0.0,1.0,0,0,0,0,0
2967.33,Euro,2967.33,Euro,ACH,Corporation,Germany,4,4,Sole Proprietorship,France,4,4,15,2,4,0,7.995754784090395,7.995754784090395,0.0,1.0,0,0,0,0,1
2323.07,Brazil Real,2323.07,Brazil Real,Cheque,Sole Proprietorship,Willows Thrift,18,14,Partnership,Brazil,2,2,16,2,4,0,7.751075238000117,7.751075238000117,0.0,1.0,0,0,0,0,0
3120.01,Euro,3120.01,Euro,Cheque,Sole Proprietorship,Willows Thrift,13,11,Sole Proprietorship,Germany,1,1,15,2,4,0,8.045911946366896,8.045911946366896,0.0,1.0,0,0,0,0,0
2981.41,Euro,2981.41,Euro,ACH,Sole Proprietorship,Greece,2,2,Partnership,Germany,1,1,13,2,4,0,8.000486977489942,8.000486977489942,0.0,1.0,0,0,0,0,0
2745.55,Euro,2745.55,Euro,Cheque,Corporation,Slovakia,6,6,Partnership,Spain,2,2,14,2,4,0,7.9181008576051335,7.9181008576051335,0.0,1.0,0,0,0,0,0
67754.83,US Dollar,67754.83,US Dollar,Cash,Partnership,Bank of Madison,1,1,Sole Proprietorship,Capital Trust,1,1,19,2,4,0,11.123665786700233,11.123665786700233,0.0,1.0,0,0,0,0,0
14665.59,US Dollar,14665.59,US Dollar,ACH,Sole Proprietorship,Bank of New Orleans,1,1,Corporation,Savings,1,1,13,2,4,0,9.593327396945899,9.593327396945899,0.0,1.0,0,0,0,0,0
529314.53,Rupee,529314.53,Rupee,ACH,Sole Proprietorship,India,1,1,Partnership,India,1,1,15,2,4,0,13.17933999805423,13.17933999805423,0.0,1.0,0,0,0,0,0
1365.61,US Dollar,1365.61,US Dollar,Credit Card,Partnership,Bank of Indianapolis,1,1,Corporation,First,1,1,18,2,4,0,7.220088499750024,7.220088499750024,0.0,1.0,0,0,0,0,0
0.21,US Dollar,0.21,US Dollar,ACH,Partnership,Plateau Savings,9,9,Partnership,National,6,6,16,2,4,0,0.19062035960864973,0.19062035960864973,0.0,1.0,0,0,0,0,0
1610618.35,Yen,1610618.35,Yen,Credit Card,Partnership,Japan,1,1,Sole Proprietorship,Japan,2,2,12,2,4,0,14.292129352427628,14.292129352427628,0.0,1.0,0,0,0,0,0
339.35,Mexican Peso,339.35,Mexican Peso,Credit Card,Individual,Willows Thrift,19,16,Sole Proprietorship,Mexico,4,4,16,2,4,0,5.829974499893961,5.829974499893961,0.0,1.0,0,0,0,0,0
325.42,US Dollar,325.42,US Dollar,Cheque,Partnership,Savings,1,1,Sole Proprietorship,First,5,5,22,2,4,0,5.78818489572255,5.78818489572255,0.0,1.0,0,0,0,0,0
13761.05,US Dollar,13761.05,US Dollar,Cheque,Partnership,First,1,1,Partnership,National,1,1,19,2,4,0,9.529670082948675,9.529670082948675,0.0,1.0,0,0,0,0,0
17.65,US Dollar,17.65,US Dollar,ACH,Corporation,National,1,1,Corporation,The Pine Community,6,6,21,2,4,0,2.9258461460898246,2.9258461460898246,0.0,1.0,0,0,0,0,0
177901.78,US Dollar,177901.78,US Dollar,Cash,Sole Proprietorship,National,1,1,Corporation,Brook Credit Union,1,1,15,2,4,0,12.088992500288434,12.088992500288434,0.0,1.0,0,0,0,0,0
215694.72,Yen,215694.72,Yen,ACH,Corporation,Japan,7,7,Corporation,Japan,697,227,20,2,4,0,12.281623989806718,12.281623989806718,0.0,1.0,0,0,0,0,1
60.28,US Dollar,60.28,US Dollar,Credit Card,Partnership,First,1,1,Sole Proprietorship,Baltech Cooperative,1,1,21,2,4,0,4.1154535254323354,4.1154535254323354,0.0,1.0,0,0,0,0,0
36.4,Euro,36.4,Euro,Cheque,Partnership,France,1,1,Sole Proprietorship,Lithuania,4,4,11,2,4,0,3.6216707044204863,3.6216707044204863,0.0,1.0,0,0,0,0,0
4254.21,US Dollar,4254.21,US Dollar,ACH,Corporation,Spruce Savings,1,1,Corporation,Fieldstone Federal,6,6,15,2,4,0,8.355899393491148,8.355899393491148,0.0,1.0,0,0,0,0,1
44714.34,Euro,44714.34,Euro,Cash,Corporation,Spain,5,5,Corporation,Italy,5,5,11,2,4,0,10.708071898463775,10.708071898463775,0.0,1.0,0,0,0,0,0
3494.96,US Dollar,3494.96,US Dollar,Cheque,Sole Proprietorship,Savings,8,8,Corporation,Oasis Credit Union,1,1,13,2,4,0,8.159363295062374,8.159363295062374,0.0,1.0,0,0,0,0,0
5097.75,US Dollar,5097.75,US Dollar,Credit Card,Partnership,Plandor Community,1,1,Partnership,Arbor Federal,1,1,21,2,4,0,8.536750690631768,8.536750690631768,0.0,1.0,0,0,0,0,0
31369.26,Mexican Peso,31369.26,Mexican Peso,Cash,Corporation,Slovakia,1,1,Partnership,Mexico,5,5,12,2,4,0,10.353615589323791,10.353615589323791,0.0,1.0,0,0,0,0,0
8776.99,Euro,8776.99,Euro,Cheque,Sole Proprietorship,Willows Thrift,13,11,Corporation,Germany,4,4,21,2,4,0,9.080002731035865,9.080002731035865,0.0,1.0,0,0,0,0,0
51151.38,Yuan,51151.38,Yuan,ACH,Corporation,Savings,1,1,Corporation,China,1,1,15,2,4,0,10.842564300111565,10.842564300111565,0.0,1.0,0,0,0,0,0
8943.27,Yuan,8943.27,Yuan,Cheque,Partnership,Willows Thrift,27,26,Sole Proprietorship,China,1,1,16,2,4,0,9.098768382774658,9.098768382774658,0.0,1.0,0,0,0,0,0
891.35,US Dollar,891.35,US Dollar,Cheque,Partnership,Willows Thrift,3,3,Partnership,National,1,1,19,2,4,0,6.793858432302025,6.793858432302025,0.0,1.0,0,0,0,0,0
25408.45,Mexican Peso,25408.45,Mexican Peso,Wire,Corporation,Mexico,36,26,Partnership,Mexico,7,7,10,2,4,0,10.142876431058308,10.142876431058308,0.0,1.0,0,0,0,0,0
2885.38,UK Pound,2885.38,UK Pound,Cheque,Corporation,UK,1,1,Corporation,UK,1,1,17,2,4,0,7.967758400797735,7.967758400797735,0.0,1.0,0,0,0,0,0
45.15,Canadian Dollar,45.15,Canadian Dollar,Cheque,Corporation,Canada,117,90,Corporation,Canada,235,122,17,2,4,0,3.8318969609488613,3.8318969609488613,0.0,1.0,0,0,0,0,0
0.179668,Bitcoin,0.179668,Bitcoin,Bitcoin,Partnership,Crytpo,8899,695,Corporation,Crytpo,1765,313,14,2,4,0,0.165233042957364,0.165233042957364,0.0,1.0,0,0,0,0,0
0.088012,Bitcoin,0.088012,Bitcoin,Bitcoin,Partnership,First,8899,695,Partnership,Crytpo,8899,695,17,2,4,0,0.08435217778469209,0.08435217778469209,0.0,1.0,0,0,1,0,0
273.48,US Dollar,273.48,US Dollar,Credit Card,Corporation,Savings,1,1,Corporation,Bank of Philadelphia,1,1,22,2,4,0,5.614878398550195,5.614878398550195,0.0,1.0,0,0,0,0,0
41176713.0,Australian Dollar,41176713.0,Australian Dollar,Wire,Corporation,Savings,3,3,Partnership,Australia,1,1,16,2,4,0,17.53338346036256,17.53338346036256,0.0,1.0,0,0,0,0,0
11231.2,Yen,11231.2,Yen,Credit Card,Corporation,Mexico,5,5,Corporation,Japan,410,144,21,2,4,0,9.32653993237487,9.32653993237487,0.0,1.0,0,0,0,0,0
308281.69,Rupee,308281.69,Rupee,ACH,Corporation,India,1,1,Corporation,India,907,330,15,2,4,0,12.638772465687518,12.638772465687518,0.0,1.0,0,0,0,0,1
